ID_VENTE|CD_PRODUIT|QTE_VENTE|PRIX_VENTE|PRIX_ACHAT
US-2015-RA1991536-42196|TEC-PH-5836|1|73.536|58.8288
MX-2015-TS2137093-42197|OFF-EN-4432|3|19.74|15.792
MX-2013-NM1844539-41592|TEC-AC-5860|4|21.088|16.8704
US-2014-JF1519082-41724|FUR-FU-3940|2|99.036|79.2288
MX-2013-BN1151593-41627|OFF-FA-6196|1|9.4|7.52
ES-2013-AO1081045-41492|OFF-BI-2892|2|7.904|6.3232
ES-2015-AR1082564-42164|OFF-AR-6110|2|7.791|6.2328
CA-2012-JL15835140-41170|OFF-ST-5647|2|11.224|8.9792
ES-2014-BN1151545-41797|OFF-AR-3490|2|21.0405|16.8324
ES-2013-DM1301564-41492|OFF-AR-3546|4|5.688|4.5504
SA-2014-DH3075110-41880|OFF-FA-6203|5|4.164|3.3312
TU-2013-DF3135134-41444|TEC-MA-5005|8|52.551|42.0408
TU-2014-DM3345134-41908|OFF-AR-3477|13|15.786|12.6288
ES-2015-DH1367545-42348|OFF-ST-5689|1|9.216|7.3728
IN-2015-LD1700558-42101|TEC-AC-5883|3|19.26|15.408
IN-2012-PO1886527-40918|OFF-SU-4984|2|6.8688|5.49504
IN-2014-SG2089027-41817|OFF-SU-2995|2|38.6946|30.95568
MX-2015-RM1975082-42034|FUR-FU-5718|5|20.064|16.0512
US-2013-SC2057582-41592|OFF-LA-4638|3|5.6763|4.54104
US-2015-BT1153018-42077|OFF-BI-2895|2|4.383|3.5064
MX-2014-TG2131055-41866|OFF-AR-3526|9|14.376|11.5008
MX-2012-CM1244582-41100|OFF-PA-4004|8|14.176|11.3408
US-2015-DL1331598-42201|TEC-AC-3396|3|30.912|24.7296
MX-2012-HG1502518-41068|OFF-AR-3553|6|14.661|11.7288
MX-2014-TT2107018-41773|OFF-EN-4440|3|20.088|16.0704
ES-2014-AH10030139-41929|OFF-AR-3457|5|8.01|6.408
KE-2012-AC61569-41182|OFF-AP-3856|8|19.926|15.9408
CA-2015-JL15835140-42333|TEC-AC-5211|1|15.97|12.776
ES-2015-BT1130548-42341|OFF-AR-5921|2|14.8995|11.9196
ES-2014-BB1154548-41891|OFF-ST-5693|3|42.624|34.0992
US-2015-JL15835140-42348|OFF-BI-6628|4|4.404|3.5232
SF-2015-EH4125117-42244|TEC-AC-5218|2|11.868|9.4944
IR-2012-JP546060-41124|FUR-BO-4846|1|90.5877|72.47016
IN-2012-JR1567027-41031|OFF-EN-5023|4|8.7132|6.97056
IN-2013-JE157157-41524|OFF-BI-2901|6|43.4265|34.7412
ES-2013-KE1642091-41539|OFF-ST-6057|5|32.62|26.096
IN-2013-LO171707-41591|OFF-AR-5904|4|31.068|24.8544
EN-2015-MC760542-42174|OFF-ST-6060|6|12.8|10.24
MO-2014-PJ901586-41854|TEC-MA-6145|3|36.465|29.172
MX-2014-RB1964528-41948|OFF-AR-5921|4|14.8995|11.9196
IN-2012-TS2161092-40939|OFF-PA-6605|2|16.1544|12.92352
MX-2014-RA1994536-41850|OFF-LA-5392|2|5.13|4.104
MX-2013-AW1084093-41392|OFF-AR-5918|1|7.056|5.6448
MX-2015-TB2135582-42248|OFF-ST-5697|14|8.928|7.1424
US-2012-JL15835140-41096|FUR-FU-4754|3|17.252|13.8016
TU-2015-AZ750134-42132|OFF-ST-6068|9|26.1525|20.922
RS-2013-BF1170108-41614|OFF-AR-3459|2|8.883|7.1064
TU-2012-BD1725134-40922|OFF-ST-6046|1|59.526|47.6208
TU-2012-CM1830134-41265|OFF-AP-4951|1|39.84|31.872
IN-2015-CM124457-42315|OFF-BI-3714|3|15.36|12.288
CA-2015-JL15835140-42038|OFF-ST-5276|1|34.76|27.808
ID-2013-DL133307-41626|TEC-AC-4178|2|51.786|41.4288
IN-2013-DM133457-41306|OFF-BI-6377|3|3.465|2.772
IN-2013-EN1378097-41593|OFF-AR-5918|2|7.056|5.6448
US-2015-EH1394582-42085|FUR-CH-5397|1|71.296|57.0368
ID-2014-FC1433559-41902|OFF-EN-4913|4|26.4894|21.19152
CA-2015-JL15835140-42038|FUR-FU-4754|4|17.252|13.8016
ID-2013-JM1619559-41499|TEC-AC-3398|10|11.112|8.8896
NI-2012-LB679595-41263|FUR-BO-5785|5|116.775|93.42
US-2013-JL15835140-41625|OFF-BI-4352|4|1.476|1.1808
US-2015-JL15835140-42200|OFF-ST-6245|2|12.408|9.9264
AG-2015-MO78003-42217|OFF-AR-3554|6|14.958|11.9664
IN-2015-MS178307-42306|OFF-SU-4990|1|23.385|18.708
AU-2015-PF91208-42181|OFF-PA-5893|1|8.31|6.648
ID-2015-SV20365130-42173|OFF-ST-6283|1|21.696|17.3568
IN-2013-TD20995130-41609|TEC-PH-5271|2|52.428|41.9424
GH-2013-TW1102549-41342|OFF-PA-3998|4|12.36|9.888
IN-2014-VS2182027-41790|OFF-BI-3293|2|5.3805|4.3044
MX-2014-CD1279018-41943|OFF-PA-4475|4|7.56|6.048
MX-2014-MC1763518-41924|OFF-FA-6189|4|7.408|5.9264
MX-2015-BS1180018-42161|FUR-FU-3930|1|9.468|7.5744
US-2015-TS21340143-42262|OFF-AR-3500|3|41.931|33.5448
MX-2014-JL1550551-41837|OFF-LA-5389|2|5.488|4.3904
MX-2015-BF1117055-42305|OFF-SU-6173|4|12.592|10.0736
CA-2015-JL15835140-42038|OFF-AP-4566|1|11.7|9.36
ES-2013-BC11125139-41338|OFF-AR-5902|4|15.156|12.1248
US-2015-JL15835140-42348|OFF-ST-4068|5|12.112|9.6896
ID-2013-CP1208559-41305|FUR-CH-4626|1|25.408|20.3264
US-2015-JL15835140-42200|OFF-AR-3853|3|2.624|2.0992
AE-2015-GH4665138-42351|OFF-ST-4078|8|59.373|47.4984
ES-2012-JL15235120-40976|OFF-AR-3463|5|12.876|10.3008
CA-2012-JL15835140-41016|OFF-FA-3054|1|5.81|4.648
IT-2015-LW1699064-42238|FUR-CH-5369|1|32.14|25.712
ES-2013-MP17470120-41580|OFF-SU-6177|4|24.045|19.236
CA-2012-JL15835140-41016|OFF-AR-3485|5|2.15|1.72
ES-2012-MB180858-40919|OFF-AR-3527|6|49.41|39.528
MX-2014-PW19030132-41816|OFF-BI-3722|2|4.149|3.3192
ES-2012-RW1963045-40955|TEC-PH-3152|9|37.017|29.6136
IN-2014-RO197807-41800|OFF-PA-3987|5|24.848|19.8784
ES-2013-RS1987045-41504|OFF-BI-6372|4|17.01|13.608
IN-2013-SS2041027-41329|OFF-FA-6208|4|4.095|3.276
ES-2013-VM21835139-41418|OFF-ST-4096|1|12.92|10.336
MX-2013-CD1198093-41375|OFF-EN-3666|1|21.632|17.3056
MX-2013-SZ2003516-41633|OFF-EN-3102|2|17.925|14.34
MX-2015-HF1499582-42355|TEC-PH-3141|5|39.222|31.3776
ES-2015-BN1147064-42005|OFF-ST-4295|1|38.28|30.624
ZA-2013-CH2070146-41352|OFF-AR-3492|3|11.172|8.9376
IN-2013-HG150257-41370|OFF-EN-4903|2|4.428|3.5424
ES-2012-JM1525064-41131|OFF-ST-5711|3|24.684|19.7472
ID-2015-JC1534097-42299|FUR-FU-5737|2|43.902|35.1216
ES-2015-KA1652545-42153|OFF-AR-6107|5|27.9015|22.3212
ES-2014-KB1660045-41765|OFF-BI-4825|1|2.097|1.6776
CM-2013-MR754522-41424|OFF-BI-3738|6|1.524|1.2192
IZ-2013-PG889561-41335|FUR-CH-5413|1|87.712|70.1696
MA-2015-SC1038077-42094|OFF-AR-5926|3|3.708|2.9664
IN-2012-SW20455127-40913|FUR-FU-5737|2|43.902|35.1216
KE-2014-SP1054569-41865|OFF-ST-6024|3|6|4.8
IN-2015-XP218657-42239|TEC-AC-5216|2|7.512|6.0096
US-2014-MG1814555-41928|OFF-SU-2979|3|10.764|8.6112
US-2013-SC2072555-41590|OFF-PA-5847|4|35.04|28.032
MX-2013-AF1087026-41536|OFF-EN-3656|3|6.147|4.9176
MX-2014-LD1685593-41994|FUR-FU-3038|4|5.13|4.104
MX-2014-SH2063582-41754|OFF-BI-3255|4|19.32|15.456
US-2015-JL15835140-42348|OFF-BI-3269|4|0.796|0.6368
CA-2012-JL15835140-41016|OFF-AR-5332|3|2.624|2.0992
EG-2012-CC237038-41215|TEC-PH-5339|2|30.384|24.3072
CA-2014-JL15835140-41760|OFF-BI-6321|2|0.964|0.7712
CA-2015-JL15835140-42216|OFF-LA-3199|4|3|2.4
IN-2012-DV130457-41137|TEC-AC-3379|4|26.5|21.2
US-2015-JL15835140-42348|OFF-LA-3212|1|2.88|2.304
ES-2015-GT1475545-42066|OFF-BI-6372|4|17.01|13.608
CA-2015-JL15835140-42089|OFF-AR-5288|1|1.768|1.4144
CM-2013-MC759022-41496|OFF-BI-4804|2|12.78|10.224
IN-2015-PO1885058-42335|OFF-ST-6041|3|4.968|3.9744
ES-2014-PM1894045-41723|OFF-AR-3461|7|11.712|9.3696
IN-2015-RE1940527-42336|OFF-AR-6120|3|11.184|8.9472
CG-2015-RD972033-42299|OFF-AR-3460|2|8.703|6.9624
US-2015-JL15835140-42200|OFF-PA-6506|5|4.624|3.6992
CA-2013-JL15850140-41339|TEC-CO-3698|3|699.99|559.992
CA-2013-JL15850140-41423|OFF-ST-6103|4|180.19|144.152
PL-2013-SS10410103-41494|TEC-PH-5346|4|27.192|21.7536
ES-2015-SC2057545-42235|OFF-AR-5933|1|43.794|35.0352
ES-2015-TM2149045-42055|OFF-AR-5910|2|4.725|3.78
MX-2015-TG2131082-42328|OFF-EN-5022|7|8.382|6.7056
MX-2014-DW1358531-41779|FUR-CH-4627|3|28.48|22.784
MX-2012-JM1526531-41240|OFF-EN-3105|2|10.836|8.6688
MX-2012-SP2086036-41066|OFF-SU-4138|3|36.963|29.5704
CA-2013-JL15850140-41339|FUR-FU-3944|5|49.744|39.7952
NI-2014-AJ78095-41991|TEC-MA-5568|1|49.194|39.3552
IR-2014-DL286560-41950|TEC-AC-5887|3|11.07|8.856
IV-2015-DP316529-42109|OFF-EN-3100|4|13.86|11.088
CA-2013-JL15850140-41389|OFF-AP-4610|3|55.048|44.0384
CA-2013-JL15850140-41423|OFF-BI-3324|1|12.582|10.0656
IN-2015-NH186107-42239|OFF-PA-5871|2|6.756|5.4048
ES-2013-NP1868545-41542|TEC-AC-5126|2|17.568|14.0544
NI-2015-PH879095-42255|TEC-AC-5861|3|14.94|11.952
ES-2015-PC1900048-42337|OFF-AR-3490|1|21.0405|16.8324
EG-2015-PT909038-42119|FUR-FU-5729|3|42.768|34.2144
US-2014-JL15850140-41755|TEC-PH-3164|4|55.2|44.16
MX-2013-RD1948082-41527|OFF-LA-3297|4|6.2169|4.97352
US-2013-JL15850140-41366|TEC-PH-5828|3|21.95|17.56
MX-2012-DB1291031-41107|TEC-AC-5866|2|22.128|17.7024
MX-2015-TB2117582-42320|TEC-AC-5221|3|42.039|33.6312
MX-2015-SO2033531-42175|OFF-BI-3255|7|19.32|15.456
MX-2015-CM1183028-42298|OFF-AR-5917|1|9.3|7.44
MX-2014-RC1982555-41830|OFF-ST-6040|2|14.016|11.2128
US-2012-JL15850140-41111|OFF-ST-4246|2|26.632|21.3056
ID-2013-BN11470130-41633|OFF-SU-2967|3|13.8|11.04
ES-2012-DP1316548-41055|OFF-BI-4826|5|2.94|2.352
IN-2012-EM1414059-41201|FUR-FU-4066|4|82.6944|66.15552
TU-2015-HP4815134-42306|OFF-BI-3716|4|6.876|5.5008
IV-2014-JC538529-41894|OFF-SU-6165|2|17.028|13.6224
KZ-2013-JJ544568-41530|OFF-BI-3714|5|15.36|12.288
IN-2015-JP1546027-42147|OFF-BI-2893|1|3.996|3.1968
IN-2015-JO1555027-42298|OFF-PA-6620|2|7.008|5.6064
CA-2013-JL15850140-41423|OFF-PA-6444|4|5.184|4.1472
US-2014-JL15850140-41755|OFF-BI-4835|5|34.54|27.632
IT-2013-KH1669045-41490|FUR-CH-5411|2|66.78|53.424
EG-2015-LS694538-42024|OFF-BI-6380|5|7.812|6.2496
US-2014-JL15850140-41755|OFF-BI-6388|3|4.352|3.4816
ID-2015-NC185357-42289|OFF-LA-6051|4|4.356|3.4848
SA-2013-NR8550110-41496|OFF-BI-4805|3|6.09|4.872
ES-2014-NP1867048-41805|OFF-BI-2914|1|2.664|2.1312
CA-2012-JM15865140-41231|TEC-PH-3136|3|389.898|311.9184
US-2015-AC1066054-42367|OFF-ST-6273|6|16.542|13.2336
MX-2015-TP2141516-42110|OFF-AR-5902|1|15.156|12.1248
MX-2014-SE2011082-41894|OFF-EN-3107|4|14.9619|11.96952
IN-2013-AP1072092-41409|OFF-LA-4533|2|4.56|3.648
ES-2013-GK14620139-41327|OFF-AR-3539|4|8.289|6.6312
IT-2013-KH1669045-41490|OFF-BI-4814|9|3.168|2.5344
ES-2014-NP18685120-41801|OFF-LA-4536|3|3.492|2.7936
TZ-2012-SW10455129-41257|TEC-AC-3384|5|46.134|36.9072
MX-2012-DL1333051-40985|OFF-AP-3583|2|69.039|55.2312
MX-2015-JW1522031-42244|OFF-SU-2986|1|5.364|4.2912
MX-2013-RA1988582-41357|FUR-FU-4065|4|31.016|24.8128
IN-2014-BT113957-41922|OFF-AR-3555|3|25.89|20.712
ID-2012-BD11770144-41226|OFF-SU-6175|5|15.34|12.272
NI-2014-CD192095-41879|TEC-MA-6152|1|32.319|25.8552
IT-2015-GH1442591-42327|TEC-CO-4765|3|98.052|78.4416
IT-2015-KC16675139-42263|OFF-LA-4662|7|4.5|3.6
TZ-2012-NK8490129-41194|TEC-AC-5199|4|37.8102|30.24816
ES-2015-NB18655120-42331|OFF-AP-4510|2|23.004|18.4032
BU-2014-PC874519-41954|OFF-SU-4131|3|19.452|15.5616
US-2013-JM15865140-41502|TEC-PH-5823|4|469.99|375.992
CA-2015-JM15865140-42141|OFF-ST-5766|3|110.512|88.4096
IT-2015-TB2105545-42334|OFF-AR-5920|5|10.572|8.4576
MX-2013-AA1064518-41622|OFF-AR-3531|8|7.548|6.0384
US-2014-CG1252051-41754|OFF-BI-4817|1|27.424|21.9392
IN-2014-AD1018058-41919|OFF-SU-4981|2|6.072|4.8576
IN-2015-AW1084027-42251|OFF-ST-5696|2|12.288|9.8304
NI-2012-CC247595-41074|FUR-BO-5748|2|50.652|40.5216
ES-2012-CC1255045-41038|OFF-AR-3482|3|15.174|12.1392
NI-2014-DL292595-41653|FUR-BO-3637|3|51.381|41.1048
ES-2014-DJ13510120-41677|OFF-SU-2991|1|13.248|10.5984
ES-2012-FC14335139-41143|TEC-PH-5251|2|22.024|17.6192
IN-2013-JE1547527-41493|OFF-PA-6620|9|7.008|5.6064
ES-2012-KD166158-41201|FUR-FU-4034|1|16.956|13.5648
CA-2013-JM586523-41606|TEC-PH-5247|2|69.864|55.8912
MX-2014-EM1414082-41744|OFF-AR-3450|1|37.92|30.336
MX-2014-JG1580539-41766|OFF-AR-3494|5|11.94|9.552
MX-2013-MF1766551-41402|TEC-PH-3146|2|54.66|43.728
MX-2015-DK1322582-42150|OFF-AP-3564|8|36.096|28.8768
ES-2014-BE1133514-41886|OFF-SU-4123|6|8.1726|6.53808
ES-2012-CH1207048-41166|OFF-SU-6165|2|17.028|13.6224
ID-2014-CG1252059-41802|OFF-LA-5376|3|6.732|5.3856
CG-2015-DK315033-42312|OFF-SU-4327|3|10.4|8.32
US-2013-JM15865140-41502|OFF-PA-6441|1|39.128|31.3024
TU-2015-EB3930134-42341|TEC-AC-5118|3|38.752|31.0016
SA-2013-GM4695110-41594|TEC-PH-5835|1|41.832|33.4656
IN-2015-HG15025130-42126|TEC-PH-3793|2|53.064|42.4512
ES-2014-JH1598548-41945|OFF-ST-4030|2|6.174|4.9392
ES-2012-JB16000139-41056|TEC-AC-5127|4|14.8995|11.9196
EG-2013-JB604538-41580|FUR-FU-5737|1|43.902|35.1216
ID-2013-KM162257-41501|OFF-FA-5480|2|5.385|4.308
NI-2014-KH633095-41949|TEC-MA-4201|3|16.218|12.9744
CM-2015-LW682522-42238|OFF-ST-4283|3|34.992|27.9936
AJ-2015-MS73659-42258|OFF-ST-6246|1|53.28|42.624
CA-2014-JM15865140-41975|FUR-CH-6016|1|63.882|51.1056
ES-2013-NP1868545-41542|TEC-MA-5493|2|15.723|12.5784
ES-2013-PO18850139-41407|OFF-EN-3106|3|9.876|7.9008
IT-2012-PB1910591-41039|OFF-FA-5475|7|4.95|3.96
GG-2015-PO919547-42111|OFF-BI-2894|2|6.84|5.472
US-2015-JM15865140-42260|OFF-PA-4009|8|55.48|44.384
IT-2015-TC2098045-42056|OFF-EN-4903|2|4.428|3.5424
SY-2014-TC11475126-41877|OFF-AP-4955|1|68.61|54.888
ID-2014-VT2170097-41912|OFF-FA-3020|1|4.464|3.5712
MX-2014-BD1162026-41874|OFF-BI-6380|3|7.812|6.2496
MX-2014-CM1181582-41906|TEC-AC-5880|2|21.0705|16.8564
MX-2015-RB1933082-42294|OFF-PA-4480|1|17.874|14.2992
US-2013-SC2072555-41590|FUR-CH-4681|4|70.992|56.7936
IN-2013-AS102257-41517|FUR-FU-3023|1|15.417|12.3336
IN-2014-AG103907-41969|OFF-LA-6034|1|6.18|4.944
IN-2015-BT1153027-42312|FUR-CH-4629|1|18.96|15.168
IN-2013-BT1153058-41331|FUR-FU-5741|5|6.651|5.3208
ES-2013-CC1267064-41534|OFF-AR-6123|3|4.524|3.6192
ES-2014-EJ1415545-41901|OFF-LA-6051|3|4.356|3.4848
ES-2014-GA1472564-41880|TEC-MA-5516|5|36.396|29.1168
CA-2014-JM15865140-41975|FUR-CH-4421|1|54.801|43.8408
IN-2013-JM1553558-41567|OFF-EN-5023|3|8.7132|6.97056
ID-2015-ML1741059-42336|TEC-PH-5812|3|67.872|54.2976
ES-2015-MH17620120-42245|OFF-BI-6404|2|1.935|1.548
ES-2015-MT17815139-42133|TEC-AC-5860|7|21.088|16.8704
ID-2015-MG1789099-42151|OFF-ST-4096|5|12.92|10.336
IN-2013-MF1825027-41507|OFF-EN-4905|4|7.8|6.24
CA-2013-JM15865140-41608|FUR-FU-3913|2|16.192|12.9536
IT-2015-PG1889591-42108|OFF-FA-3071|2|3.294|2.6352
TU-2013-RW9690134-41282|OFF-ST-6262|3|54.568|43.6544
CA-2013-JM15865140-41628|OFF-AP-2888|4|12.09|9.672
ES-2015-SC207258-42357|OFF-SU-6168|2|4.4|3.52
US-2013-CC12370143-41535|OFF-SU-6165|3|17.028|13.6224
MX-2013-CM1183028-41450|OFF-ST-4294|3|17.361|13.8888
MX-2012-GK1462018-41221|OFF-EN-3669|5|10.32|8.256
MX-2015-RF1984082-42124|OFF-EN-4440|2|20.088|16.0704
CA-2013-JM15865140-41608|OFF-PA-6556|2|5.184|4.1472
IT-2014-AB1010564-41880|OFF-ST-4055|5|38.088|30.4704
ID-2015-BO114257-42364|OFF-LA-4694|3|2.781|2.2248
ES-2013-BT1153045-41594|OFF-BI-4812|4|5.094|4.0752
ES-2012-DW134808-41269|OFF-BI-3736|2|4.845|3.876
ES-2014-DW1358545-41662|OFF-AR-5924|3|5.92|4.736
ID-2013-ER13855102-41558|OFF-EN-3661|5|25.4265|20.3412
ES-2014-JW1522045-41926|FUR-BO-4866|4|49.572|39.6576
ES-2012-KM1666048-41129|OFF-BI-3737|5|1.792|1.4336
CA-2014-JM15865140-41975|OFF-AP-2887|1|13.104|10.4832
MO-2014-MA799586-41825|OFF-BI-2883|3|18.072|14.4576
ES-2015-PO18850139-42207|OFF-BI-6399|5|0.906|0.7248
ES-2015-RB1933045-42354|OFF-FA-6200|2|9.99|7.992
US-2013-JM15865140-41502|OFF-LA-3207|3|3.15|2.52
ES-2015-RH19555139-42350|OFF-PA-5884|5|8.919|7.1352
ID-2014-SV2078559-41831|OFF-SU-4987|1|11.394|9.1152
IN-2013-TS21085144-41577|TEC-AC-5116|4|21.078|16.8624
ID-2015-VT21700118-42148|TEC-PH-3139|2|27.252|21.8016
US-2014-SW202755-41898|OFF-PA-4168|6|7.173|5.7384
MX-2015-SG2060551-42263|TEC-AC-5116|3|21.078|16.8624
MX-2015-DC1285082-42069|OFF-LA-4552|9|3.555|2.844
US-2013-CK122055-41611|OFF-SU-4116|6|20.0805|16.0644
MX-2015-HG1502582-42255|OFF-AR-3534|5|4.41|3.528
ID-2013-BD116051-41518|OFF-EN-3664|1|20.388|16.3104
IN-2015-CS118457-42070|TEC-AC-5864|2|32.592|26.0736
ES-2012-DP1310545-40915|FUR-BO-3636|4|51.786|41.4288
NI-2013-ED388595-41614|TEC-PH-3817|1|41.571|33.2568
IR-2014-JO514560-41899|OFF-ST-6057|3|32.62|26.096
US-2013-JM15865140-41502|OFF-AR-5326|5|2.304|1.8432
ES-2012-JJ1576045-41185|OFF-AP-4494|2|38.394|30.7152
SA-2012-JD6150110-41082|TEC-AC-5117|2|40.6725|32.538
EG-2015-KH651038-42354|OFF-AR-3456|7|10.572|8.4576
IN-2014-ME1772527-41965|TEC-AC-3393|2|15.408|12.3264
US-2013-JS15880140-41629|FUR-TA-3410|4|124.49|99.592
IN-2012-TB215207-41215|OFF-LA-4693|7|4.704|3.7632
MX-2015-NP1868593-42257|OFF-BI-4806|3|6.162|4.9296
MX-2013-ES1408018-41619|FUR-BO-5770|3|98.0265|78.4212
MX-2015-EM1420018-42073|OFF-LA-5383|4|1.845|1.476
MX-2014-SJ2021551-41740|OFF-AP-3858|6|60.966|48.7728
MX-2014-SG2047082-41797|OFF-AR-6127|4|18.276|14.6208
MX-2015-CC1255039-42223|OFF-ST-4294|1|17.361|13.8888
ES-2015-AM10360139-42348|OFF-LA-6035|1|2.712|2.1696
ID-2014-AZ107507-41912|FUR-FU-3957|1|15.94|12.752
PL-2014-BD1320103-41956|OFF-SU-4978|2|8.118|6.4944
MO-2014-BN147086-41655|OFF-SU-4317|1|13.24|10.592
ES-2015-DK1298548-42125|OFF-FA-6201|2|2.624|2.0992
ID-2015-JF1519059-42363|OFF-EN-3654|1|9.675|7.74
IV-2014-JB540029-41651|OFF-SU-4992|4|23.085|18.468
ID-2015-JE1561097-42193|TEC-AC-4179|2|31.1799|24.94392
ID-2013-JG15805102-41454|OFF-BI-2881|13|8.874|7.0992
ES-2015-JW1595545-42245|OFF-PA-4170|6|5.976|4.7808
ES-2012-ME1801014-41103|OFF-BI-2898|2|4.653|3.7224
ES-2012-NG1835591-40948|OFF-EN-4449|1|24.651|19.7208
RS-2012-ND8460108-41250|OFF-AR-3460|5|8.703|6.9624
ID-2012-PO18850118-41258|TEC-AC-5222|3|38.718|30.9744
ES-2012-RC19960139-41124|OFF-LA-5390|2|3.141|2.5128
CA-2014-JS15880140-41682|OFF-ST-6289|1|180.016|144.0128
SO-2015-SW10245116-42347|OFF-BI-3726|7|41.3091|33.04728
TU-2015-TW11025134-42076|FUR-BO-5799|6|44.532|35.6256
ES-2014-TS21655139-41744|OFF-SU-4325|2|17.568|14.0544
MX-2014-TS2161031-41908|OFF-FA-6207|4|7.884|6.3072
MX-2014-FH1435082-41872|FUR-CH-5435|3|22.176|17.7408
MX-2012-JH1582039-41163|FUR-FU-5734|9|6.984|5.5872
MX-2012-DV1346539-41179|OFF-EN-4451|2|8.076|6.4608
MX-2015-HD1478536-42216|OFF-AR-3457|2|8.01|6.408
CA-2014-JS15880140-41835|OFF-PA-6466|3|43.968|35.1744
TU-2015-AD180134-42364|OFF-ST-6048|4|52.92|42.336
IN-2013-AG1027027-41285|TEC-AC-5220|4|13.563|10.8504
CA-2014-JS15880140-41713|OFF-AR-3550|4|20.792|16.6336
IN-2013-BC1112592-41401|OFF-SU-4975|1|15.675|12.54
CA-2012-JS15880140-41006|FUR-TA-5684|3|200.795|160.636
IN-2014-DR1294092-41740|OFF-AR-6115|4|13.482|10.7856
ID-2014-DW131957-41903|OFF-BI-3249|6|3.429|2.7432
EG-2015-EL373538-42056|OFF-AP-4725|1|56.8905|45.5124
UZ-2015-ES4080142-42094|TEC-MA-5570|1|56.56|45.248
IT-2014-GW1460545-41910|FUR-CH-4632|8|22.212|17.7696
MZ-2015-JW522087-42183|OFF-FA-5467|3|5.544|4.4352
IN-2015-KW1657058-42256|OFF-BI-4814|3|3.168|2.5344
ES-2015-SN20560120-42298|OFF-ST-4283|5|34.992|27.9936
IZ-2015-TS1108561-42035|OFF-AR-6111|4|8.982|7.1856
US-2013-JS15880140-41629|TEC-AC-4140|2|99.6|79.68
MX-2015-DJ1351018-42285|OFF-ST-6024|5|6|4.8
MX-2013-BS1138082-41550|OFF-PA-5885|2|10.188|8.1504
MX-2013-PB1880539-41411|FUR-FU-3039|1|4.984|3.9872
IN-2015-AS1022588-42298|FUR-FU-4034|7|16.956|13.5648
CA-2014-JS15880140-41713|FUR-BO-5809|2|48.2664|38.61312
ES-2013-BD1156064-41415|FUR-FU-4040|1|20.064|16.0512
ID-2015-DJ13420130-42319|OFF-BI-3186|2|8.199|6.5592
CA-2014-JS15880140-41682|OFF-BI-3269|2|0.796|0.6368
ES-2014-EB1397564-41814|OFF-ST-4295|1|38.28|30.624
CA-2014-JS15880140-41713|OFF-PA-6552|2|5.184|4.1472
ES-2013-JB1604564-41590|FUR-CH-5367|3|17.412|13.9296
TU-2014-MG7695134-41808|TEC-CO-4767|2|97.332|77.8656
AE-2012-PO8865138-41184|OFF-ST-4258|7|41.337|33.0696
IN-2015-RF1934527-42007|OFF-SU-4315|2|16.52|13.216
TU-2015-RD9810134-42132|FUR-CH-5449|6|38.176|30.5408
ES-2012-SP20920120-41222|OFF-PA-6605|1|16.1544|12.92352
CG-2012-TB1162533-40954|FUR-FU-4037|6|33.084|26.4672
US-2015-BM1178555-42300|FUR-CH-4626|5|25.408|20.3264
MX-2012-AH1007593-41202|OFF-ST-6060|3|12.8|10.24
MX-2015-JF1541551-42256|OFF-BI-2896|2|6.66|5.328
US-2013-AG1076582-41583|FUR-FU-6271|5|16.82|13.456
IT-2013-AD1018045-41346|TEC-CO-4586|2|135.5103|108.40824
ES-2015-AM10705120-42213|OFF-AR-5918|2|7.056|5.6448
MZ-2013-BD162087-41637|OFF-ST-6066|4|26.928|21.5424
IN-2014-JM158657-41752|OFF-ST-6231|2|6.228|4.9824
CA-2014-JD15895140-41975|OFF-AP-4716|1|240.52|192.416
CA-2014-JD15895140-41941|OFF-ST-6296|5|108.248|86.5984
MO-2012-LR703586-41023|OFF-EN-3100|1|13.86|11.088
IN-2013-LO1717059-41292|FUR-CH-5373|2|23.436|18.7488
BY-2012-MV748520-41031|FUR-FU-3955|2|10.14|8.112
ID-2013-MC1784559-41532|OFF-SU-4134|1|18.564|14.8512
CA-2015-JD589523-42297|TEC-MA-6140|1|120.072|96.0576
CA-2015-JD589523-42297|FUR-BO-3629|1|50.604|40.4832
ES-2013-ST2053064-41455|OFF-BI-4805|5|6.09|4.872
CA-2015-JD589523-42297|OFF-AP-3864|3|74.104|59.2832
MX-2015-BB1154582-42329|OFF-FA-2951|7|8.8605|7.0884
CA-2014-JD15895140-41944|OFF-ST-3981|3|124.048|99.2384
ES-2014-CL1256548-41872|FUR-CH-4626|1|25.408|20.3264
ES-2013-DP1316545-41513|FUR-FU-4042|6|14.157|11.3256
ID-2012-DB1336059-40935|OFF-EN-3658|2|3.573|2.8584
ES-2015-EH1394564-42052|OFF-BI-3247|3|6.285|5.028
ES-2014-GD1459064-41908|OFF-LA-4659|7|2.256|1.8048
CA-2012-JD15895140-41011|OFF-BI-4274|8|169.99|135.992
ES-2013-JM1586545-41312|OFF-AR-3484|2|5.931|4.7448
CG-2012-KN670533-41079|OFF-BI-2899|1|41.9565|33.5652
IN-2013-MZ173357-41340|OFF-AR-6111|2|8.982|7.1856
IN-2013-NC1862527-41388|TEC-AC-3394|2|21.105|16.884
IN-2014-SC205757-41662|FUR-CH-5371|1|21.564|17.2512
